txt	1	eng
oracle golden gate	1	eng
zepto.js	1	eng
agps	1	eng
ofo	1	eng
generic	1	eng
c2c	1	eng
amr	1	eng
clean code	1	eng
frp	1	eng
render	1	eng
surfaceview	1	eng
stm32	1	eng
zaker	1	eng
flutter	1	eng
pulltorefresh	1	eng
apicloud	1	eng
apache hadoop	1	eng
rs485	1	eng
zxing	1	eng
hyprid	1	eng
odp	1	eng
cdn	1	eng
smalltalk	1	eng
a2dp	1	eng
sha256	1	eng
test	1	eng
touch-panel	1	eng
kafka	1	eng
rk3288	1	eng
modbus	1	eng
callback	1	eng
etl	1	eng
sfa	1	eng
android.mk	1	eng
avi	1	eng
chromium	1	eng
ego	1	eng
titanium	1	eng
3a算法	1	nz
bouncycastle	1	eng
virtualapp	1	eng
twitter	1	eng
dcloud	1	eng
非关系型数据库	1	nz
coredata	1	eng
neng	1	eng
amp	1	eng
dumpsys	1	eng
freeswitch	1	eng
lvds	1	eng
asyncsocket	1	eng
hid	1	eng
nvidia	1	eng
rollup	1	eng
td-scdma	1	eng
lpc1768	1	eng
chm	1	eng
filemanager	1	eng
xamarin	1	eng
dvm	1	eng
mkv	1	eng
arouter	1	eng
btremote	1	eng
dexdump	1	eng
openmp	1	eng
mpc	1	eng
v8引擎	1	eng
battery historian	1	eng
windowmanagerservice	1	eng
firebase	1	eng
jscore	1	eng
confluence	1	eng
reflection	1	eng
jquery-ui	1	eng
unicode	1	eng
singleton	1	eng
apm	1	eng
rxbinding	1	eng
以太坊	1	nz
pdb	1	eng
appium	1	eng
p2p协议	1	eng
simd	1	eng
storyboard	1	eng
meidaserver	1	eng
urat	1	eng
adroid ril	1	eng
lcm	1	eng
opengles	1	eng
helix	1	eng
perl	1	eng
wakeup	1	eng
i.mx5	1	eng
exoplayer	1	eng
extension	1	eng
observer	1	eng
r语言	0	eng
